Worker;Subclass;Infraclass;Superorder;Order;Suborder;Superfamily;Family;ONG;Genus;ONS;Species;Name;Ecology;Section;Sample;Height;Lithology;StrSeq;StrSeq_sub;Age;Coll. No.;No. of rock sample;No. of specimen;BNM;LV;RV;Length;Height;L/H;Gsize;LN
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;2,88;5,6;0,51;4,02;1,39
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;;1;2,88;4,4;0,65;3,56;1,27
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;;1;2,88;4,8;0,60;3,72;1,31
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;2,88;5,6;0,51;4,02;1,39
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;2,88;4,4;0,65;3,56;1,27
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;3,84;5,6;0,69;4,64;1,53
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;;1;3,84;6;0,64;4,80;1,57
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;48;27 m;siltstone;Ol1;;-250,9;;;;;;;4;7;0,57;5,29;1,67
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;51;28 m;siltstone;Ol1;;-250,9;;;;;1;;4;9;0,44;6,00;1,79
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;4,32;4,8;0,90;4,55;1,52
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;4,32;6;0,72;5,09;1,63
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;72;44 m;sandstone;Ol1;;-250,9;;;;;;;5;7;0,71;5,92;1,78
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;80;51 m;sandstone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;80;51 m;sandstone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;;1;5,28;6,4;0,83;5,81;1,76
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;1;;5,76;8,4;0,69;6,96;1,94
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;38;22 m;siltstone;Ol1;;-250,9;;;;;;;6;14;0,43;9,17;2,22
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;51;28 m;siltstone;Ol1;;-250,9;;;;;;1;6;8;0,75;6,93;1,94
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;140;40 m;sandstone;Ol1;;-250,9;;;;;;;6;9;0,67;7,35;1,99
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;34;21 m;siltstone;Ol1;;-250,9;;;;;;;7;10;0,70;8,37;2,12
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;92;53.5 m;packestone;Ol1;;-250,9;;;;;;1;8,16;16,8;0,49;11,71;2,46
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;78;49 m;siltstone;Ol1;;-250,9;;;;;;;12;14;0,86;12,96;2,56
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Costabella;140;40 m;sandstone;Ol1;;-250,9;;;;;;;18;21;0,86;19,44;2,97
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;215 m;;Ol1;;-250,9;;;;;;;6;10;0,60;7,70;2,00
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;U-81;212 m;wackestone;Ol1;;-250,9;;;;;;;7;9;0,78;7,90;2,10
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;210 m;;Ol1;;-250,9;;;;;;;7;14;0,50;9,90;2,30
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;214 m;;Ol1;;-250,9;;;;;;;7;21;0,33;12,10;2,50
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;245 m;;Ol1;;-250,9;;;;;;;9;12;0,75;10,40;2,30
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;210 m;;Ol1;;-250,9;;;;;;;9;22;0,41;14,10;2,60
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;206 m;;Ol1;;-250,9;;;;;;1;15;24;0,63;19,00;2,90
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;216 m;;Ol1;;-250,9;;;;;;1;15;24;0,63;19,00;2,90
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;;206 m;;Ol1;;-250,9;;;;;;;17;25;0,68;20,60;3,00
Foster;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;U103;238 m;;Ol1;;-250,9;;;;;;;17;30;0,57;22,60;3,10
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;381;245m;siltstone;Ol1;;-250,9;;;;;;;9;12;0,75;10,39;2,34
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;374;242m;sandstone;Ol1;;-250,9;;;;;;;17;30;0,57;22,58;3,12
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;2,6;3,8;0,68;3,14;1,15
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;3;4,6;0,65;3,71;1,31
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;7;0,43;4,58;1,52
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;3;6;0,50;4,24;1,45
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;261;212.2m;sandstone;Ol1;;-250,9;;;;;1;;4;9;0,44;6,00;1,79
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;261;212.2m;sandstone;Ol1;;-250,9;;;;;;1;4;6;0,67;4,90;1,59
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;4;7;0,57;5,29;1,67
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;297;221m;mudstone;Ol1;;-250,9;;;;;;;4;7;0,57;5,29;1,67
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;4,2;9,6;0,44;6,35;1,85
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;4,5;6,5;0,69;5,41;1,69
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;287;218m;siltstone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;287;218m;siltstone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;287;218m;siltstone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;287;218m;siltstone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;334;229.5m;packestone;Ol1;;-250,9;;;;;;;5;8;0,63;6,32;1,84
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;5,1;7,2;0,71;6,06;1,80
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;5,1;9,4;0,54;6,92;1,93
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;5,5;11,6;0,47;7,99;2,08
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;5,6;10,4;0,54;7,63;2,03
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;5,8;9,7;0,60;7,50;2,01
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;261;212.2m;sandstone;Ol1;;-250,9;;;;;;1;6;9;0,67;7,35;1,99
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;261;212.2m;sandstone;Ol1;;-250,9;;;;;;1;6;11;0,55;8,12;2,09
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;6;10;0,60;7,75;2,05
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;6;8,7;0,69;7,22;1,98
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;6,2;10,5;0,59;8,07;2,09
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;6,2;8,8;0,70;7,39;2,00
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;6,7;11,3;0,59;8,70;2,16
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;6,9;9,9;0,70;8,26;2,11
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;257;210m;siltstone;Ol1;;-250,9;;;;;;;7;14;0,50;9,90;2,29
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;261;212.2m;sandstone;Ol1;;-250,9;;;;;;1;7;9;0,78;7,94;2,07
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;272;214m;siltstone;Ol1;;-250,9;;;;;;1;7;21;0,33;12,12;2,50
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;7,1;9,7;0,73;8,30;2,12
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;7,3;10,7;0,68;8,84;2,18
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;;1;7,3;9,3;0,78;8,24;2,11
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;7,3;10,2;0,72;8,63;2,16
Foster et al. (2020);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;l'Uomo;278;215m;mudstone;Ol1;;-250,9;;;;;1;;7,4;11;0,67;9,02;2,20
